StringData;Label;last_char_vow;first_char_vow;only_digits;only_alphas;startwith_spec;endwith_spec;str_len;unq_char;spec_char_length;spaces_length;num_length;alphaLength;vowelLength;ConsonantLength;plusLength;minusLength;_Length;atLength;dotLength;FsllashLength;ColonLength;hashLength;SbracLength;commaLength;xLength
999-19-8364;ssn;0;0;0;0;0;0;11;7;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-24-4708;ssn;0;0;0;0;0;0;11;7;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-67-4641;ssn;0;0;0;0;0;0;11;6;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-67-3023;ssn;0;0;0;0;0;0;11;7;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-10-2692;ssn;0;0;0;0;0;0;11;6;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-29-6724;ssn;0;0;0;0;0;0;11;6;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-17-5686;ssn;0;0;0;0;0;0;11;7;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-15-3771;ssn;0;0;0;0;0;0;11;6;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-96-1969;ssn;0;0;0;0;0;0;11;4;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-74-1348;ssn;0;0;0;0;0;0;11;7;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-96-4985;ssn;0;0;0;0;0;0;11;6;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-10-3507;ssn;0;0;0;0;0;0;11;7;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-49-6535;ssn;0;0;0;0;0;0;11;6;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-87-1659;ssn;0;0;0;0;0;0;11;7;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-85-9612;ssn;0;0;0;0;0;0;11;7;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-59-2362;ssn;0;0;0;0;0;0;11;6;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-22-5773;ssn;0;0;0;0;0;0;11;6;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-84-2744;ssn;0;0;0;0;0;0;11;6;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-49-1404;ssn;0;0;0;0;0;0;11;5;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-40-9188;ssn;0;0;0;0;0;0;11;6;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-58-6412;ssn;0;0;0;0;0;0;11;8;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-49-5917;ssn;0;0;0;0;0;0;11;6;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-14-8327;ssn;0;0;0;0;0;0;11;8;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-57-4485;ssn;0;0;0;0;0;0;11;6;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-61-9781;ssn;0;0;0;0;0;0;11;6;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-43-3780;ssn;0;0;0;0;0;0;11;7;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-73-7894;ssn;0;0;0;0;0;0;11;6;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-44-8354;ssn;0;0;0;0;0;0;11;6;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-76-3356;ssn;0;0;0;0;0;0;11;6;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-29-6464;ssn;0;0;0;0;0;0;11;5;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-18-3145;ssn;0;0;0;0;0;0;11;7;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-28-6197;ssn;0;0;0;0;0;0;11;7;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-39-2803;ssn;0;0;0;0;0;0;11;6;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-63-4552;ssn;0;0;0;0;0;0;11;7;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-27-9496;ssn;0;0;0;0;0;0;11;6;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-27-2914;ssn;0;0;0;0;0;0;11;6;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-36-9989;ssn;0;0;0;0;0;0;11;5;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-34-4800;ssn;0;0;0;0;0;0;11;6;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-29-1186;ssn;0;0;0;0;0;0;11;6;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-88-7733;ssn;0;0;0;0;0;0;11;5;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-56-2041;ssn;0;0;0;0;0;0;11;8;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-58-2141;ssn;0;0;0;0;0;0;11;7;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-13-6593;ssn;0;0;0;0;0;0;11;6;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-74-5651;ssn;0;0;0;0;0;0;11;7;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-88-6041;ssn;0;0;0;0;0;0;11;7;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-46-6655;ssn;0;0;0;0;0;0;11;5;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-59-2524;ssn;0;0;0;0;0;0;11;5;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-26-7005;ssn;0;0;0;0;0;0;11;7;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-71-4465;ssn;0;0;0;0;0;0;11;7;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-78-9772;ssn;0;0;0;0;0;0;11;5;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-56-2767;ssn;0;0;0;0;0;0;11;6;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-22-8919;ssn;0;0;0;0;0;0;11;5;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-82-7419;ssn;0;0;0;0;0;0;11;7;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-76-5418;ssn;0;0;0;0;0;0;11;8;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-50-1813;ssn;0;0;0;0;0;0;11;7;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-90-3884;ssn;0;0;0;0;0;0;11;6;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-21-9371;ssn;0;0;0;0;0;0;11;6;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-20-8413;ssn;0;0;0;0;0;0;11;8;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-77-3725;ssn;0;0;0;0;0;0;11;6;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-40-4458;ssn;0;0;0;0;0;0;11;6;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-56-8241;ssn;0;0;0;0;0;0;11;8;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-34-1693;ssn;0;0;0;0;0;0;11;6;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-37-8335;ssn;0;0;0;0;0;0;11;6;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-26-3139;ssn;0;0;0;0;0;0;11;6;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-26-9131;ssn;0;0;0;0;0;0;11;6;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-52-4938;ssn;0;0;0;0;0;0;11;7;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-93-3637;ssn;0;0;0;0;0;0;11;5;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-57-9574;ssn;0;0;0;0;0;0;11;5;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-99-2259;ssn;0;0;0;0;0;0;11;4;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-51-6073;ssn;0;0;0;0;0;0;11;8;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-91-2371;ssn;0;0;0;0;0;0;11;6;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-94-1050;ssn;0;0;0;0;0;0;11;6;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-14-4309;ssn;0;0;0;0;0;0;11;6;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-65-3114;ssn;0;0;0;0;0;0;11;7;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-91-4013;ssn;0;0;0;0;0;0;11;6;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-63-3923;ssn;0;0;0;0;0;0;11;5;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-69-3856;ssn;0;0;0;0;0;0;11;6;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-62-6978;ssn;0;0;0;0;0;0;11;6;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-29-5683;ssn;0;0;0;0;0;0;11;7;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-82-1104;ssn;0;0;0;0;0;0;11;7;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-63-3348;ssn;0;0;0;0;0;0;11;6;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-22-5053;ssn;0;0;0;0;0;0;11;6;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-65-9406;ssn;0;0;0;0;0;0;11;6;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-72-9814;ssn;0;0;0;0;0;0;11;7;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-15-2325;ssn;0;0;0;0;0;0;11;6;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-81-8976;ssn;0;0;0;0;0;0;11;6;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-31-7512;ssn;0;0;0;0;0;0;11;7;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-84-2807;ssn;0;0;0;0;0;0;11;7;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-87-9542;ssn;0;0;0;0;0;0;11;7;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-36-5801;ssn;0;0;0;0;0;0;11;8;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-89-4871;ssn;0;0;0;0;0;0;11;6;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-66-5111;ssn;0;0;0;0;0;0;11;5;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-60-9366;ssn;0;0;0;0;0;0;11;5;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-57-6785;ssn;0;0;0;0;0;0;11;6;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-93-4582;ssn;0;0;0;0;0;0;11;7;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-20-1543;ssn;0;0;0;0;0;0;11;8;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-36-1535;ssn;0;0;0;0;0;0;11;6;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-49-9306;ssn;0;0;0;0;0;0;11;6;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-56-1013;ssn;0;0;0;0;0;0;11;7;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-30-8871;ssn;0;0;0;0;0;0;11;7;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-85-6106;ssn;0;0;0;0;0;0;11;7;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-99-9076;ssn;0;0;0;0;0;0;11;5;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-42-1969;ssn;0;0;0;0;0;0;11;6;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-22-1191;ssn;0;0;0;0;0;0;11;4;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-83-4011;ssn;0;0;0;0;0;0;11;7;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-17-6600;ssn;0;0;0;0;0;0;11;6;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-95-8157;ssn;0;0;0;0;0;0;11;6;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-31-2997;ssn;0;0;0;0;0;0;11;6;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-24-1654;ssn;0;0;0;0;0;0;11;7;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-15-2955;ssn;0;0;0;0;0;0;11;5;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-71-1844;ssn;0;0;0;0;0;0;11;6;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-54-3073;ssn;0;0;0;0;0;0;11;7;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-65-1821;ssn;0;0;0;0;0;0;11;7;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-34-4458;ssn;0;0;0;0;0;0;11;6;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-17-3099;ssn;0;0;0;0;0;0;11;6;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-26-1066;ssn;0;0;0;0;0;0;11;6;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-66-6914;ssn;0;0;0;0;0;0;11;5;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-97-9306;ssn;0;0;0;0;0;0;11;6;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-38-3328;ssn;0;0;0;0;0;0;11;5;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-67-7947;ssn;0;0;0;0;0;0;11;5;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-56-1375;ssn;0;0;0;0;0;0;11;7;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-69-7020;ssn;0;0;0;0;0;0;11;6;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-34-5972;ssn;0;0;0;0;0;0;11;7;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-92-6714;ssn;0;0;0;0;0;0;11;7;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-84-3286;ssn;0;0;0;0;0;0;11;7;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-91-6135;ssn;0;0;0;0;0;0;11;6;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-43-9938;ssn;0;0;0;0;0;0;11;5;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-85-9893;ssn;0;0;0;0;0;0;11;5;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-46-5823;ssn;0;0;0;0;0;0;11;8;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-63-3648;ssn;0;0;0;0;0;0;11;6;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-45-3382;ssn;0;0;0;0;0;0;11;7;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-87-9642;ssn;0;0;0;0;0;0;11;7;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-87-9142;ssn;0;0;0;0;0;0;11;7;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-39-1881;ssn;0;0;0;0;0;0;11;5;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-51-6106;ssn;0;0;0;0;0;0;11;6;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-62-6583;ssn;0;0;0;0;0;0;11;7;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-28-3644;ssn;0;0;0;0;0;0;11;7;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-99-3980;ssn;0;0;0;0;0;0;11;5;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-46-5313;ssn;0;0;0;0;0;0;11;7;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-96-6831;ssn;0;0;0;0;0;0;11;6;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-27-6225;ssn;0;0;0;0;0;0;11;6;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-17-2200;ssn;0;0;0;0;0;0;11;6;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-99-7406;ssn;0;0;0;0;0;0;11;6;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-85-9511;ssn;0;0;0;0;0;0;11;5;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-48-8364;ssn;0;0;0;0;0;0;11;6;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-35-9144;ssn;0;0;0;0;0;0;11;6;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-61-4010;ssn;0;0;0;0;0;0;11;6;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-48-8568;ssn;0;0;0;0;0;0;11;6;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-84-4314;ssn;0;0;0;0;0;0;11;6;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-98-8049;ssn;0;0;0;0;0;0;11;5;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-16-6309;ssn;0;0;0;0;0;0;11;6;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-30-4279;ssn;0;0;0;0;0;0;11;7;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-81-4891;ssn;0;0;0;0;0;0;11;5;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
609 lizeth streets bolton ma 01740 us;address;0;0;0;0;0;0;37;21;6;6;8;23;8;15;0;0;0;0;0;0;0;0;0;0;0
646 mccullough points suite 161 attleboro ma 02703 us;address;0;0;0;0;0;0;53;24;8;8;11;34;14;20;0;0;0;0;0;0;0;0;0;0;0
365 della crossroad suite 202 deerfield ma 01342 us;address;0;0;0;0;0;0;51;21;8;8;11;32;14;18;0;0;0;0;0;0;0;0;0;0;0
126 kshlerin ville chicopee ma 01013 us;address;0;0;0;0;0;0;39;21;6;6;8;25;10;15;0;0;0;0;0;0;0;0;0;0;0
635 smitham burgs fall river ma 02721 us;address;0;0;0;0;0;0;40;22;7;7;8;25;8;17;0;0;0;0;0;0;0;0;0;0;0
492 kozey garden apt. 713 north reading ma 01864 us;address;0;0;0;0;0;0;51;28;10;9;11;30;11;19;0;0;0;0;1;1;0;0;0;0;0
750 mosciski ferry dedham ma 02026 us;address;0;0;0;0;0;0;37;20;6;6;8;23;8;15;0;0;0;0;0;0;0;0;0;0;0
7134 schmitt passage suite 889 cambridge ma 02141 us;address;0;0;0;0;0;0;52;23;8;8;12;32;12;20;0;0;0;0;0;0;0;0;0;0;0
45326 soledad plaza wilmington ma 01887 us;address;0;0;0;0;0;0;42;25;6;6;10;26;10;16;0;0;0;0;0;0;0;0;0;0;0
4716 moen stream worcester ma 01604 us;address;0;0;0;0;0;0;38;17;6;6;9;23;9;14;0;0;0;0;0;0;0;0;0;0;0
7612 schaden expressway apt. 390 lynn ma 01903 us;address;0;0;0;0;0;0;49;25;9;8;12;28;8;20;0;0;0;0;1;1;0;0;0;0;1
77237 bernadette turnpike boston ma 02118 us;address;0;0;0;0;0;0;44;21;6;6;10;28;11;17;0;0;0;0;0;0;0;0;0;0;0
812 lila track apt. 793 barre ma 01005 us;address;0;0;0;0;0;0;41;23;9;8;11;21;8;13;0;0;0;0;1;1;0;0;0;0;0
875 beulah circles apt. 780 brookline ma 02447 us;address;0;0;0;0;0;0;49;24;9;8;11;29;12;17;0;0;0;0;1;1;0;0;0;0;0
47502 janice terrace clinton ma 01510 us;address;0;0;0;0;0;0;40;20;6;6;10;24;10;14;0;0;0;0;0;0;0;0;0;0;0
844 elmo spurs suite 990 north adams ma 01247 us;address;0;0;0;0;0;0;48;22;9;9;11;28;11;17;0;0;0;0;0;0;0;0;0;0;0
4368 veum shoals suite 387 worcester ma 01654 us;address;0;0;0;0;0;0;48;23;8;8;12;28;12;16;0;0;0;0;0;0;0;0;0;0;0
4315 sawayn port greenfield town ma 01302 us;address;0;0;0;0;0;0;44;24;7;7;9;28;10;18;0;0;0;0;0;0;0;0;0;0;0
55508 wilford wells suite 997 revere ma 02151 us;address;0;0;0;0;0;0;48;22;8;8;13;27;11;16;0;0;0;0;0;0;0;0;0;0;0
4668 ebony shores suite 274 dennis ma 02638 us;address;0;0;0;0;0;0;46;22;8;8;12;26;11;15;0;0;0;0;0;0;0;0;0;0;0
701 grady islands amesbury town ma 01913 us;address;0;0;0;0;0;0;43;22;7;7;8;28;9;19;0;0;0;0;0;0;0;0;0;0;0
68595 ian road suite 867 bridgewater ma 02324 us;address;0;0;0;0;0;0;48;24;8;8;13;27;13;14;0;0;0;0;0;0;0;0;0;0;0
126 van creek freetown ma 02717 us;address;0;0;0;0;0;0;34;20;6;6;8;20;8;12;0;0;0;0;0;0;0;0;0;0;0
9431 frami knoll rowley ma 01969 us;address;0;0;0;0;0;0;35;21;6;6;9;20;7;13;0;0;0;0;0;0;0;0;0;0;0
7899 barry knoll worcester ma 01602 us;address;0;0;0;0;0;0;38;23;6;6;9;23;7;16;0;0;0;0;0;0;0;0;0;0;0
668 yesenia villages apt. 530 revere ma 02151 us;address;0;0;0;0;0;0;48;23;9;8;11;28;13;15;0;0;0;0;1;1;0;0;0;0;0
940 carol heights apt. 998 springfield ma 01104 us;address;0;0;0;0;0;0;50;24;9;8;11;30;10;20;0;0;0;0;1;1;0;0;0;0;0
268 jacinto parkways taunton ma 02783 us;address;0;0;0;0;0;0;40;22;6;6;8;26;10;16;0;0;0;0;0;0;0;0;0;0;0
73868 kaela plaza suite 793 great barrington ma 01230 us;address;0;0;0;0;0;0;56;25;9;9;13;34;15;19;0;0;0;0;0;0;0;0;0;0;0
68204 sienna village woburn ma 01813 us;address;0;0;0;0;0;0;39;22;6;6;10;23;10;13;0;0;0;0;0;0;0;0;0;0;0
237 ola junctions holyoke ma 01040 us;address;0;0;0;0;0;0;37;22;6;6;8;23;10;13;0;0;0;0;0;0;0;0;0;0;0
28699 douglas fields apt. 371 rowley ma 01969 us;address;0;0;0;0;0;0;48;26;9;8;13;26;10;16;0;0;0;0;1;1;0;0;0;0;0
491 koss shores apt. 650 walpole ma 02081 us;address;0;0;0;0;0;0;44;23;9;8;11;24;9;15;0;0;0;0;1;1;0;0;0;0;0
256 jada island northbridge ma 01534 us;address;0;0;0;0;0;0;39;24;6;6;8;25;9;16;0;0;0;0;0;0;0;0;0;0;0
4680 crist extension apt. 369 millbury ma 01586 us;address;0;0;0;0;0;0;50;26;9;8;12;29;10;19;0;0;0;0;1;1;0;0;0;0;1
83423 predovic trafficway orange ma 01364 us;address;0;0;0;0;0;0;44;26;6;6;10;28;11;17;0;0;0;0;0;0;0;0;0;0;0
527 kaylah gardens suite 830 boston ma 02284 us;address;0;0;0;0;0;0;47;25;8;8;11;28;11;17;0;0;0;0;0;0;0;0;0;0;0
77798 howell track suite 247 boston ma 02116 us;address;0;0;0;0;0;0;47;25;8;8;13;26;10;16;0;0;0;0;0;0;0;0;0;0;0
2229 marvin orchard plymouth ma 02362 us;address;0;0;0;0;0;0;40;22;6;6;9;25;8;17;0;0;0;0;0;0;0;0;0;0;0
5780 corwin trafficway dartmouth ma 02714 us;address;0;0;0;0;0;0;44;23;6;6;9;29;10;19;0;0;0;0;0;0;0;0;0;0;0
362 reinger passage apt. 412 becket ma 01223 us;address;0;0;0;0;0;0;47;22;9;8;11;27;11;16;0;0;0;0;1;1;0;0;0;0;0
50531 leilani rapid suite 705 marlborough ma 01752 us;address;0;0;0;0;0;0;53;23;8;8;13;32;15;17;0;0;0;0;0;0;0;0;0;0;0
61927 rice trace somerville ma 02143 us;address;0;0;0;0;0;0;39;21;6;6;10;23;10;13;0;0;0;0;0;0;0;0;0;0;0
129 ralph extension suite 128 boston ma 02118 us;address;0;0;0;0;0;0;48;21;8;8;11;29;12;17;0;0;0;0;0;0;0;0;0;0;1
75334 kuvalis union suite 538 springfield ma 01151 us;address;0;0;0;0;0;0;53;25;8;8;13;32;14;18;0;0;0;0;0;0;0;0;0;0;0
2790 aileen vista springfield ma 01151 us;address;0;0;0;0;0;0;41;22;6;6;9;26;11;15;0;0;0;0;0;0;0;0;0;0;0
556 janick pines belmont ma 02478 us;address;0;0;0;0;0;0;36;23;6;6;8;22;8;14;0;0;0;0;0;0;0;0;0;0;0
64559 serena motorway lowell ma 01854 us;address;0;0;0;0;0;0;40;20;6;6;10;24;10;14;0;0;0;0;0;0;0;0;0;0;0
592 josiane burg plymouth ma 02361 us;address;0;0;0;0;0;0;37;25;6;6;8;23;9;14;0;0;0;0;0;0;0;0;0;0;0
773 kulas pike apt. 509 boston ma 02111 us;address;0;0;0;0;0;0;42;22;9;8;11;22;9;13;0;0;0;0;1;1;0;0;0;0;0
52816 hayes estates haverhill ma 01831 us;address;0;0;0;0;0;0;41;20;6;6;10;25;10;15;0;0;0;0;0;0;0;0;0;0;0
654 gaston centers gloucester ma 01930 us;address;0;0;0;0;0;0;41;20;6;6;8;27;10;17;0;0;0;0;0;0;0;0;0;0;0
875 madeline highway apt. 660 somerville ma 02144 us;address;0;0;0;0;0;0;52;28;9;8;11;32;13;19;0;0;0;0;1;1;0;0;0;0;0
65875 mraz roads apt. 304 reading ma 01867 us;address;0;0;0;0;0;0;45;24;9;8;13;23;9;14;0;0;0;0;1;1;0;0;0;0;0
3768 kelsie heights apt. 397 billerica ma 01821 us;address;0;0;0;0;0;0;50;25;9;8;12;29;12;17;0;0;0;0;1;1;0;0;0;0;0
53328 kristopher springs suite 264 whitman ma 02382 us;address;0;0;0;0;0;0;54;23;8;8;13;33;11;22;0;0;0;0;0;0;0;0;0;0;0
66248 schiller track suite 233 franklin town ma 02038 us;address;0;0;0;0;0;0;56;23;9;9;13;34;11;23;0;0;0;0;0;0;0;0;0;0;0
947 blanda village billerica ma 01821 us;address;0;0;0;0;0;0;40;22;6;6;8;26;11;15;0;0;0;0;0;0;0;0;0;0;0
6572 bashirian fords ipswich ma 01938 us;address;0;0;0;0;0;0;40;25;6;6;9;25;9;16;0;0;0;0;0;0;0;0;0;0;0
77524 russel station boston ma 02120 us;address;0;0;0;0;0;0;39;19;6;6;10;23;9;14;0;0;0;0;0;0;0;0;0;0;0
296 nakia harbor bourne ma 02559 us;address;0;0;0;0;0;0;35;18;6;6;8;21;10;11;0;0;0;0;0;0;0;0;0;0;0
